"","ItemNumber","listener_group","ProductionPresentationOrder","SentenceOrder","Type","Type_Num","Source","SourceNum","SentenceCorrect","Talker","TalkerGroup","Sound","ListenerGroup","Duration..in.seconds.","mTurkCode","ItemNum","ItemNum2","Resp","Resp_NUM","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit","RT","WhichRT","zscore_Resp_NUM"
"517",38,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",311,"NativeMandarin-High (NMH)","311_practice_08.mp3","V3",463,"3800888","X38",38,"


6",6,1,0.591,0.591,0.501,0.591,"FirstClick",0.322364483333947
"518",39,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",311,"NativeMandarin-High (NMH)","311_practice_09.mp3","V3",463,"3800888","X39",39,"An extremely strong
foreign accent
9",9,1,0.854,0.854,0.8,0.854,"FirstClick",1.3058493477426
"519",40,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",311,"NativeMandarin-High (NMH)","311_practice_10.mp3","V3",463,"3800888","X40",40,"


6",6,1,0.729,0.729,0.767,0.729,"FirstClick",0.322364483333947
"520",41,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",311,"NativeMandarin-High (NMH)","311_practice_11.mp3","V3",463,"3800888","X41",41,"


7",7,1,0.91,0.91,0.951,0.91,"FirstClick",0.650192771470164
"521",42,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",405,"NativeEnglish (NTE)","405_practice_01.mp3","V3",463,"3800888","X42",42,"A native English speaker
1",1,1,0.005,0.005,0.066,0.005,"FirstClick",-1.31677695734714
"522",43,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",405,"NativeEnglish (NTE)","405_practice_03.mp3","V3",463,"3800888","X43",43,"


2",2,1,3.501,3.501,3.543,3.501,"FirstClick",-0.988948669210921
"523",44,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",405,"NativeEnglish (NTE)","405_practice_04.mp3","V3",463,"3800888","X44",44,"


2",2,1,0.505,0.505,0.551,0.505,"FirstClick",-0.988948669210921
"524",45,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",405,"NativeEnglish (NTE)","405_practice_05.mp3","V3",463,"3800888","X45",45,"A native English speaker
1",1,1,0.19,0.19,0.244,0.19,"FirstClick",-1.31677695734714
"525",46,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",405,"NativeEnglish (NTE)","405_practice_06.mp3","V3",463,"3800888","X46",46,"A native English speaker
1",1,1,0.257,0.257,0.295,0.257,"FirstClick",-1.31677695734714
"526",47,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",405,"NativeEnglish (NTE)","405_practice_07.mp3","V3",463,"3800888","X47",47,"A native English speaker
1",1,1,0.17,0.17,0.101,0.17,"FirstClick",-1.31677695734714
"527",48,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",405,"NativeEnglish (NTE)","405_practice_08.mp3","V3",463,"3800888","X48",48,"


2",2,1,0.156,0.156,0.192,0.156,"FirstClick",-0.988948669210921
"528",49,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",405,"NativeEnglish (NTE)","405_practice_09.mp3","V3",463,"3800888","X49",49,"A native English speaker
1",1,1,0.121,0.121,0.17,0.121,"FirstClick",-1.31677695734714
"529",50,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",405,"NativeEnglish (NTE)","405_practice_10.mp3","V3",463,"3800888","X50",50,"A native English speaker
1",1,1,0.167,0.167,0.101,0.167,"FirstClick",-1.31677695734714
"530",51,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",405,"NativeEnglish (NTE)","405_practice_11.mp3","V3",463,"3800888","X51",51,"A native English speaker
1",1,1,0,0,0.149,0,"FirstClick",-1.31677695734714
"531",52,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",411,"NativeEnglish (NTE)","411_practice_01.mp3","V3",463,"3800888","X52",52,"A native English speaker
1",1,1,0.053,0.053,0,0.053,"FirstClick",-1.31677695734714
"532",53,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",411,"NativeEnglish (NTE)","411_practice_03.mp3","V3",463,"3800888","X53",53,"


2",2,1,0.309,0.309,0.362,0.309,"FirstClick",-0.988948669210921
"533",54,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",411,"NativeEnglish (NTE)","411_practice_04.mp3","V3",463,"3800888","X54",54,"A native English speaker
1",1,1,0.328,0.328,0.378,0.328,"FirstClick",-1.31677695734714
"534",55,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",411,"NativeEnglish (NTE)","411_practice_05.mp3","V3",463,"3800888","X55",55,"


2",2,1,0.201,0.201,0.352,0.201,"FirstClick",-0.988948669210921
"535",56,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",411,"NativeEnglish (NTE)","411_practice_06.mp3","V3",463,"3800888","X56",56,"A native English speaker
1",1,1,0.202,0.202,0.25,0.202,"FirstClick",-1.31677695734714
"536",57,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",411,"NativeEnglish (NTE)","411_practice_07.mp3","V3",463,"3800888","X57",57,"A native English speaker
1",1,1,0.124,0.124,0.181,0.124,"FirstClick",-1.31677695734714
"537",58,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",411,"NativeEnglish (NTE)","411_practice_08.mp3","V3",463,"3800888","X58",58,"


2",2,1,0.493,0.493,0.533,0.493,"FirstClick",-0.988948669210921
"538",59,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",411,"NativeEnglish (NTE)","411_practice_09.mp3","V3",463,"3800888","X59",59,"A native English speaker
1",1,1,0.696,0.696,0.776,0.696,"FirstClick",-1.31677695734714
"539",60,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",411,"NativeEnglish (NTE)","411_practice_10.mp3","V3",463,"3800888","X60",60,"A native English speaker
1",1,1,0.013,0.013,0,0.013,"FirstClick",-1.31677695734714
"540",61,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",411,"NativeEnglish (NTE)","411_practice_11.mp3","V3",463,"3800888","X61",61,"


3",3,1,0.488,0.488,0.401,0.488,"FirstClick",-0.661120381074704
"541",1,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",106,"NativeMandarin-Low (NML)","106_practice_01.mp3","V3",613,"3805384","X1",1,"


7",7,1,0.574,0.574,0.588,0.574,"FirstClick",1.09112142653961
"542",3,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",106,"NativeMandarin-Low (NML)","106_practice_03.mp3","V3",613,"3805384","X3",3,"


7",7,1,0.697,0.697,0.714,0.697,"FirstClick",1.09112142653961
"543",4,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",106,"NativeMandarin-Low (NML)","106_practice_04.mp3","V3",613,"3805384","X4",4,"


8",8,1,0.723,0.723,0.734,0.723,"FirstClick",1.45281913699473
"544",5,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",106,"NativeMandarin-Low (NML)","106_practice_05.mp3","V3",613,"3805384","X5",5,"


8",8,1,0.61,0.61,0.648,0.61,"FirstClick",1.45281913699473
"545",6,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",106,"NativeMandarin-Low (NML)","106_practice_06.mp3","V3",613,"3805384","X6",6,"


7",7,1,0.663,0.663,0.678,0.663,"FirstClick",1.09112142653961
"546",7,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",106,"NativeMandarin-Low (NML)","106_practice_07.mp3","V3",613,"3805384","X7",7,"An extremely strong
foreign accent
9",9,1,1.033,1.033,1.05,1.033,"FirstClick",1.81451684744985
"547",8,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",106,"NativeMandarin-Low (NML)","106_practice_08.mp3","V3",613,"3805384","X8",8,"


6",6,1,1.141,1.141,1.158,1.141,"FirstClick",0.729423716084491
"548",9,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",106,"NativeMandarin-Low (NML)","106_practice_09.mp3","V3",613,"3805384","X9",9,"


7",7,1,3.403,3.403,3.413,3.403,"FirstClick",1.09112142653961
"549",10,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",106,"NativeMandarin-Low (NML)","106_practice_10.mp3","V3",613,"3805384","X10",10,"


7",7,1,0.635,0.635,0.647,0.635,"FirstClick",1.09112142653961
"550",11,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",106,"NativeMandarin-Low (NML)","106_practice_11.mp3","V3",613,"3805384","X11",11,"


7",7,1,0.811,0.811,0.827,0.811,"FirstClick",1.09112142653961
"551",12,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",107,"NativeMandarin-Low (NML)","107_practice_01.mp3","V3",613,"3805384","X12",12,"


6",6,1,0.732,0.732,0.767,0.732,"FirstClick",0.729423716084491
"552",13,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",107,"NativeMandarin-Low (NML)","107_practice_03.mp3","V3",613,"3805384","X13",13,"


6",6,1,0.651,0.651,0.666,0.651,"FirstClick",0.729423716084491
"553",14,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",107,"NativeMandarin-Low (NML)","107_practice_04.mp3","V3",613,"3805384","X14",14,"


8",8,1,1.323,1.323,1.335,1.323,"FirstClick",1.45281913699473
"554",15,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",107,"NativeMandarin-Low (NML)","107_practice_05.mp3","V3",613,"3805384","X15",15,"


7",7,1,4.202,4.202,4.216,4.202,"FirstClick",1.09112142653961
"555",16,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",107,"NativeMandarin-Low (NML)","107_practice_06.mp3","V3",613,"3805384","X16",16,"


7",7,1,0.872,0.872,0.892,0.872,"FirstClick",1.09112142653961
"556",17,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",107,"NativeMandarin-Low (NML)","107_practice_07.mp3","V3",613,"3805384","X17",17,"


6",6,1,1.662,1.662,1.677,1.662,"FirstClick",0.729423716084491
"557",18,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",107,"NativeMandarin-Low (NML)","107_practice_08.mp3","V3",613,"3805384","X18",18,"


6",6,1,1.001,1.001,1.02,1.001,"FirstClick",0.729423716084491
"558",19,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",107,"NativeMandarin-Low (NML)","107_practice_09.mp3","V3",613,"3805384","X19",19,"


3",3,1,7.024,7.024,7.044,7.024,"FirstClick",-0.355669415280868
"559",20,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",107,"NativeMandarin-Low (NML)","107_practice_10.mp3","V3",613,"3805384","X20",20,"


7",7,1,0.561,0.561,0.577,0.561,"FirstClick",1.09112142653961
"560",21,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",107,"NativeMandarin-Low (NML)","107_practice_11.mp3","V3",613,"3805384","X21",21,"


8",8,1,1,1,1.015,1,"FirstClick",1.45281913699473
"561",22,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",306,"NativeMandarin-High (NMH)","306_practice_01.mp3","V3",613,"3805384","X22",22,"


6",6,1,0.906,0.906,0.942,0.906,"FirstClick",0.729423716084491
"562",23,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",306,"NativeMandarin-High (NMH)","306_practice_03.mp3","V3",613,"3805384","X23",23,"


3",3,1,1.439,1.439,1.455,1.439,"FirstClick",-0.355669415280868
"563",24,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",306,"NativeMandarin-High (NMH)","306_practice_04.mp3","V3",613,"3805384","X24",24,"


2",2,1,0.698,0.698,0.713,0.698,"FirstClick",-0.717367125735987
"564",25,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",306,"NativeMandarin-High (NMH)","306_practice_05.mp3","V3",613,"3805384","X25",25,"


3",3,1,0.934,0.934,0.956,0.934,"FirstClick",-0.355669415280868
"565",26,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",306,"NativeMandarin-High (NMH)","306_practice_06.mp3","V3",613,"3805384","X26",26,"


6",6,1,1.258,1.258,1.273,1.258,"FirstClick",0.729423716084491
"566",27,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",306,"NativeMandarin-High (NMH)","306_practice_07.mp3","V3",613,"3805384","X27",27,"A native English speaker
1",1,1,0.891,0.891,0.923,0.891,"FirstClick",-1.07906483619111
"567",28,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",306,"NativeMandarin-High (NMH)","306_practice_08.mp3","V3",613,"3805384","X28",28,"A native English speaker
1",1,1,0.626,0.626,0.643,0.626,"FirstClick",-1.07906483619111
"568",29,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",306,"NativeMandarin-High (NMH)","306_practice_09.mp3","V3",613,"3805384","X29",29,"A native English speaker
1",1,1,0.539,0.539,0.549,0.539,"FirstClick",-1.07906483619111
"569",30,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",306,"NativeMandarin-High (NMH)","306_practice_10.mp3","V3",613,"3805384","X30",30,"


2",2,1,1.375,1.375,1.386,1.375,"FirstClick",-0.717367125735987
"570",31,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",306,"NativeMandarin-High (NMH)","306_practice_11.mp3","V3",613,"3805384","X31",31,"


2",2,1,1.723,1.723,1.74,1.723,"FirstClick",-0.717367125735987
"571",32,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",311,"NativeMandarin-High (NMH)","311_practice_01.mp3","V3",613,"3805384","X32",32,"


6",6,1,0.557,0.557,0.571,0.557,"FirstClick",0.729423716084491
"572",33,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",311,"NativeMandarin-High (NMH)","311_practice_03.mp3","V3",613,"3805384","X33",33,"


6",6,1,0.58,0.58,0.597,0.58,"FirstClick",0.729423716084491
"573",34,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",311,"NativeMandarin-High (NMH)","311_practice_04.mp3","V3",613,"3805384","X34",34,"


3",3,1,0.625,0.625,0.643,0.625,"FirstClick",-0.355669415280868
"574",35,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",311,"NativeMandarin-High (NMH)","311_practice_05.mp3","V3",613,"3805384","X35",35,"


3",3,1,1.77,1.77,1.784,1.77,"FirstClick",-0.355669415280868
"575",36,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",311,"NativeMandarin-High (NMH)","311_practice_06.mp3","V3",613,"3805384","X36",36,"


5",5,1,0.75,0.75,0.762,0.75,"FirstClick",0.367726005629372
"576",37,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",311,"NativeMandarin-High (NMH)","311_practice_07.mp3","V3",613,"3805384","X37",37,"


6",6,1,0.739,0.739,0.763,0.739,"FirstClick",0.729423716084491
"577",38,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",311,"NativeMandarin-High (NMH)","311_practice_08.mp3","V3",613,"3805384","X38",38,"


6",6,1,1.523,1.523,1.538,1.523,"FirstClick",0.729423716084491
"578",39,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",311,"NativeMandarin-High (NMH)","311_practice_09.mp3","V3",613,"3805384","X39",39,"


7",7,1,0.655,0.655,0.666,0.655,"FirstClick",1.09112142653961
"579",40,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",311,"NativeMandarin-High (NMH)","311_practice_10.mp3","V3",613,"3805384","X40",40,"


6",6,1,3.652,3.652,3.665,3.652,"FirstClick",0.729423716084491
"580",41,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",311,"NativeMandarin-High (NMH)","311_practice_11.mp3","V3",613,"3805384","X41",41,"


6",6,1,2.49,2.49,2.4,2.49,"FirstClick",0.729423716084491
"581",42,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",405,"NativeEnglish (NTE)","405_practice_01.mp3","V3",613,"3805384","X42",42,"A native English speaker
1",1,1,0.623,0.623,0.638,0.623,"FirstClick",-1.07906483619111
"582",43,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",405,"NativeEnglish (NTE)","405_practice_03.mp3","V3",613,"3805384","X43",43,"A native English speaker
1",1,1,0.538,0.538,0.556,0.538,"FirstClick",-1.07906483619111
"583",44,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",405,"NativeEnglish (NTE)","405_practice_04.mp3","V3",613,"3805384","X44",44,"A native English speaker
1",1,1,0.584,0.584,0.6,0.584,"FirstClick",-1.07906483619111
"584",45,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",405,"NativeEnglish (NTE)","405_practice_05.mp3","V3",613,"3805384","X45",45,"A native English speaker
1",1,1,0.558,0.558,0.586,0.558,"FirstClick",-1.07906483619111
"585",46,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",405,"NativeEnglish (NTE)","405_practice_06.mp3","V3",613,"3805384","X46",46,"A native English speaker
1",1,1,0.533,0.533,0.549,0.533,"FirstClick",-1.07906483619111
"586",47,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",405,"NativeEnglish (NTE)","405_practice_07.mp3","V3",613,"3805384","X47",47,"A native English speaker
1",1,1,0.716,0.716,0.727,0.716,"FirstClick",-1.07906483619111
"587",48,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",405,"NativeEnglish (NTE)","405_practice_08.mp3","V3",613,"3805384","X48",48,"A native English speaker
1",1,1,0.914,0.914,0.928,0.914,"FirstClick",-1.07906483619111
"588",49,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",405,"NativeEnglish (NTE)","405_practice_09.mp3","V3",613,"3805384","X49",49,"A native English speaker
1",1,1,0.579,0.579,0.594,0.579,"FirstClick",-1.07906483619111
"589",50,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",405,"NativeEnglish (NTE)","405_practice_10.mp3","V3",613,"3805384","X50",50,"A native English speaker
1",1,1,0.457,0.457,0.473,0.457,"FirstClick",-1.07906483619111
"590",51,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",405,"NativeEnglish (NTE)","405_practice_11.mp3","V3",613,"3805384","X51",51,"A native English speaker
1",1,1,0.741,0.741,0.752,0.741,"FirstClick",-1.07906483619111
"591",52,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",411,"NativeEnglish (NTE)","411_practice_01.mp3","V3",613,"3805384","X52",52,"A native English speaker
1",1,1,0.628,0.628,0.645,0.628,"FirstClick",-1.07906483619111
"592",53,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",411,"NativeEnglish (NTE)","411_practice_03.mp3","V3",613,"3805384","X53",53,"A native English speaker
1",1,1,0.618,0.618,0.635,0.618,"FirstClick",-1.07906483619111
"593",54,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",411,"NativeEnglish (NTE)","411_practice_04.mp3","V3",613,"3805384","X54",54,"A native English speaker
1",1,1,0.532,0.532,0.548,0.532,"FirstClick",-1.07906483619111
"594",55,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",411,"NativeEnglish (NTE)","411_practice_05.mp3","V3",613,"3805384","X55",55,"


2",2,1,1.529,1.529,1.548,1.529,"FirstClick",-0.717367125735987
"595",56,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",411,"NativeEnglish (NTE)","411_practice_06.mp3","V3",613,"3805384","X56",56,"A native English speaker
1",1,1,0.599,0.599,0.615,0.599,"FirstClick",-1.07906483619111
"596",57,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",411,"NativeEnglish (NTE)","411_practice_07.mp3","V3",613,"3805384","X57",57,"A native English speaker
1",1,1,0.497,0.497,0.51,0.497,"FirstClick",-1.07906483619111
"597",58,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",411,"NativeEnglish (NTE)","411_practice_08.mp3","V3",613,"3805384","X58",58,"A native English speaker
1",1,1,0.705,0.705,0.72,0.705,"FirstClick",-1.07906483619111
"598",59,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",411,"NativeEnglish (NTE)","411_practice_09.mp3","V3",613,"3805384","X59",59,"A native English speaker
1",1,1,0.716,0.716,0.725,0.716,"FirstClick",-1.07906483619111
"599",60,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",411,"NativeEnglish (NTE)","411_practice_10.mp3","V3",613,"3805384","X60",60,"A native English speaker
1",1,1,0.555,0.555,0.571,0.555,"FirstClick",-1.07906483619111
"600",61,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",411,"NativeEnglish (NTE)","411_practice_11.mp3","V3",613,"3805384","X61",61,"A native English speaker
1",1,1,0.515,0.515,0.528,0.515,"FirstClick",-1.07906483619111
"601",1,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",103,"NativeMandarin-Low (NML)","103_practice_01.mp3","V2",3381,"3855539","X1",1,"


5",5,1,1.475,1.475,1.401,1.475,"FirstClick",-0.557248881371218
"602",3,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",103,"NativeMandarin-Low (NML)","103_practice_03.mp3","V2",3381,"3855539","X3",3,"


4",4,1,1.529,1.529,1.558,1.529,"FirstClick",-1.48599701698991
"603",4,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",103,"NativeMandarin-Low (NML)","103_practice_04.mp3","V2",3381,"3855539","X4",4,"


4",4,1,2.037,2.037,2.063,2.037,"FirstClick",-1.48599701698991
"604",5,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",103,"NativeMandarin-Low (NML)","103_practice_05.mp3","V2",3381,"3855539","X5",5,"


5",5,1,6.049,6.049,6.083,6.049,"FirstClick",-0.557248881371218
